"file_name","ms_instr","MCL_001","MCL_002","MCL_003","MCL_004","MCL_005","MCL_006","MCL_007","MCL_008","MCL_009","MCL_010","MCL_011","MCL_012","MCL_013","MCL_014","MCL_015","MCL_016","MCL_017","MCL_018","MCL_019","MCL_020","MCL_021","MCL_022","MCL_023","MCL_024","MCL_025","MCL_026","MCL_027","MCL_028","MCL_029","MCL_030","MCL_031","MCL_032","MCL_033","MCL_034","MCL_035","MCL_036","MCL_037","MCL_038","MCL_039","MCL_040","MCL_041","MCL_042","MCL_043","MCL_044","MCL_045","MCL_046","MCL_047","MCL_048","MCL_049","MCL_050","MCL_051","MCL_052","MCL_053","MCL_054","MCL_055","MCL_056","MCL_057","MCL_058","MCL_059","MCL_060","MCL_061","MCL_062","MCL_063","MCL_064","MCL_065","MCL_066","MCL_067","MCL_068","MCL_069","MCL_070","MCL_071","MCL_072","MCL_073","MCL_074","MCL_075","MCL_076","MCL_077","MCL_078","MCL_079","MCL_080","MCL_081","MCL_082","MCL_083","MCL_084","MCL_085","MCL_086","MCL_087","MCL_088","MCL_089","MCL_090","MCL_091","MCL_092","MCL_093","MCL_094","MCL_095","MCL_096","MCL_097","MCL_098","MCL_099","MCL_100"
"Samp01_Rep01","MS01",104.897862183199,192.029172318689,315.325089650718,384.047517860593,581.934302939304,637.276438163625,714.189301279209,888.715022877159,881.439772062944,962.10349630642,1066.5312172297,1206.49947891119,1055.47901974644,1395.27409367627,1846.72421433034,1755.57442707064,1863.98336700959,1702.05614982145,2027.53241720704,2100.1637342853,1673.56646161833,2250.10540738823,2119.90421674137,2705.66210700931,2859.42766692279,2711.02224803283,2228.99673713367,2792.91150323701,2468.38668937852,2837.52715334855,3305.00700503979,3474.66946350997,3713.0505974456,2987.0009871838,4033.10352268434,3155.04616894483,4316.36563848857,3608.63795639204,3674.39330193799,4108.70738100425,3976.47411026239,4025.33068803738,3985.49608376172,4032.8776033224,4782.55061504429,4966.88714510161,4356.94497294193,4398.86348911446,4731.87136381848,5742.00351173389,5881.73356264867,4570.74536733538,6535.00987264461,5362.27727379879,5638.20723794987,5790.40386525603,5399.10407074829,5992.95932853698,4462.37298568967,6482.97700179381,5884.18956136105,6308.89513186359,6249.37447987808,5373.08766949804,7325.34427773448,6478.86076152698,6310.81528238569,6854.78768171203,6560.34687875155,6884.31811986067,7781.1876619992,6660.07839146238,6292.36149488976,7752.49730695739,6603.5483703851,8062.512236517,7356.62149547922,7917.52519529151,7133.26222069037,8389.28839831353,8772.16080136337,8206.24826106144,9162.51829419577,8377.38873662015,8383.63013502827,8650.99129970009,7944.48149932291,7980.55053907097,9664.01718390335,7723.06882774018,7518.66015318392,8676.0842728876,10014.4337142435,8554.61443408829,10695.4354029737,8820.79168117309,9271.9232653821,10557.2270691335,9455.48146933981,10390.8673020061
"Samp01_Rep01","MS02",108.587579387797,203.390258669801,314.182573358076,355.503567623794,564.131875402906,664.893805486342,715.300169493317,836.354924678885,777.050721946082,986.005660967588,1237.85641299084,1267.03671134825,1332.44009117601,1339.24655691095,1546.02603370148,1417.16094836171,1619.98275013812,1784.0492875459,1988.06419600156,2002.31592892664,2170.32651325726,1979.85420817976,2035.80843482201,2362.79400300041,2319.85826259675,2775.69848349176,2837.72839262361,3032.73803783862,3326.98544463477,3468.61333633558,2935.47518752276,2900.2624123662,3595.27257468049,3622.92397687562,3447.13251439061,3154.97194481056,4420.36027464822,4428.16694209105,4951.85041492437,3500.73731864734,3856.06073837042,4373.97830291882,4394.00153719473,4972.21010492677,4329.14953450518,5142.42966136732,4212.0268384694,4730.86291431876,4545.41351838509,5258.68622502199,5248.62428805138,5493.39664803439,5368.19655382035,5973.64817841099,4842.1644936059,4867.73674173541,5382.46637524283,5797.13828333687,5529.09288368694,6817.95695516741,6139.30907948491,6479.02514858977,5361.97884716126,5194.52270602596,7136.26599464336,5706.8173155226,6072.76823001594,5255.77252143363,6351.33058363856,6846.01758226844,8806.78076325307,7299.20796391941,7114.50326002915,7186.29260072289,6151.17416771208,8770.1549010523,7534.52771651286,9921.28083382064,7062.87318814373,7956.46819663186,7537.22204410253,8082.11000546896,8907.75879503142,8123.03023686004,7402.20253298815,9016.53809836068,8852.7534777925,9240.2847972964,9725.75224751787,7805.68918627807,9522.60177297823,9802.37220756009,6424.9441332654,10026.2390475601,10251.8513142186,8561.10903726602,9535.88312770564,9430.53838951714,9134.39393947682,9495.22332661472
"Samp01_Rep02","MS01",99.5433670903589,231.031288239607,296.347493552211,388.994298190308,463.240349921637,535.679353735232,750.745853657206,744.011243690801,911.990540709798,901.043255252861,1178.06124303441,1044.9221779227,1547.17846262406,1545.75472648029,1756.76926403382,1518.98753927193,1822.92010087935,2063.11131828265,1551.53276086509,2161.00389173068,1938.48250936654,2147.75394601875,2502.95430087379,2007.17874151215,2660.79502122893,2919.72376712491,2737.29643688538,2391.78318928428,3323.50025240763,3205.52783525377,3173.91695728147,3599.39039016881,3891.68284831354,3137.99616766709,3444.05670098309,3965.74152585962,3869.54237233667,3967.21621859897,3934.51662279931,4807.09548482283,3747.96874366975,5550.41675827163,4414.91003918626,4583.83058596763,4445.51924395671,4144.48561943705,4684.74688792449,4673.67192264795,5478.28443701871,4674.56617236769,5045.86531300979,5063.76755876011,5081.0347030653,6113.7029668814,6066.13844404495,5401.19306859447,5716.13111946991,6279.34095641474,5265.00786826051,5986.58987491225,6131.43309743211,6999.04305033468,5716.37725504934,6038.58449489674,6746.54750411808,4144.88873410219,7553.60911098563,8189.73954839326,7252.76511713704,8431.48860526581,7403.24240543281,6858.15664033399,8962.57964684599,7528.98644370619,6693.39978889956,6249.40020124849,8823.56760226039,8495.2472374831,9377.39558827479,7156.42939127091,7805.36689597082,8920.38786073694,6628.54703115423,8185.01661840017,8466.17385929026,6770.89375494011,10219.4687029451,7492.67124931748,9091.17586308836,8477.50035627857,8515.04463390588,8126.3546552007,8719.29009508496,8649.70070826668,8873.7708247731,7838.1298089868,10147.7907703244,10101.1867173534,11373.0912322926,11799.5978383819
"Samp01_Rep02","MS02",100.719676535212,219.598041410875,263.613583539929,452.155955540815,448.269133814352,525.240096195381,809.353436870864,835.991785158747,967.214573995178,1073.21608204157,962.720960662617,1332.85128016449,1251.78346231804,1583.32733199853,1495.7168188681,1472.67786095152,1765.23001500802,1649.13763797814,1832.52182160483,2106.54442048109,2223.21327405607,2059.68490466501,2332.59233745949,2507.03775743988,2122.24435806741,2894.66644696871,3004.28166855207,2944.07716279645,3163.44762842378,2925.46147500748,3111.84911343592,3745.42900617526,3221.64631239517,3389.52543848692,3449.49660999943,3692.79547527415,4116.54811638064,3407.73747838342,3616.21811082226,3300.14494684619,3616.46476646483,3997.24362654798,5464.64202346995,4565.61752818153,4594.60969206658,5036.43635497679,5006.67322984628,4562.65571822436,5589.31726685757,4162.08140505871,5504.6620389705,4940.37439782169,4904.88694262166,5487.52750804843,5245.7472446851,5170.50578268101,5154.53109990787,6610.40836584526,5382.33491356404,6803.05686768211,5301.56374959071,6081.02524989097,5257.93638495319,7287.23201750171,6451.40967488085,6484.58014755337,5102.08000088439,6233.00406052169,6127.48620699795,6911.85961489347,7270.70076716035,7597.01688105811,6314.90250450228,6267.5552933396,7433.56742225866,6092.89813764811,8038.10728188909,6673.82230662708,7948.04104609687,8042.47579047278,7657.20694981959,6850.45440294257,8283.46718383467,8829.25549786077,9791.71689894644,9054.5189716347,7765.66759179695,9504.79636065848,8057.13346801014,8098.44889004357,9433.22051060616,9467.45874469677,10329.2165822005,9641.25342769054,10355.2568979063,10714.5203773928,10294.0288830491,10466.8578908763,10951.0200215926,10235.925474992
"Samp01_Rep03","MS01",105.941548650121,173.234549985218,333.54706746841,423.217268475766,512.315597702883,666.160519551803,654.12240090622,812.134274282654,801.238610509757,875.901147635497,1206.60855242598,1212.36622454398,1218.31458328173,1166.86555498827,1472.06907889756,1653.6153763374,1709.45725876776,1850.31382801104,1980.83942304491,2507.42028432993,2199.76711755128,1832.17562517459,2295.7165200045,2547.21499642731,2233.4280707974,2723.74799202095,2640.67431197316,2972.81459043344,2848.85467913422,2918.53829165429,3413.85316344405,2533.16527125128,3213.60039335601,3232.36320099007,3800.56230731247,4014.77613524409,3873.87533271254,4128.88499489805,3667.8691224827,4190.18607406303,4392.5539067763,3509.73242893811,3789.17331511894,4380.8882870513,4179.17605135692,3935.81577845393,4311.86416121634,5322.81396413956,4723.68985091441,4873.93391007884,4459.23605753825,5689.83957484125,5036.12786010269,5578.18466128965,5637.19484454174,5409.48655407385,4754.99476149036,5510.52806497753,6136.73924778249,6354.89385193327,6707.00356489635,6580.51861219864,6017.96864865947,6775.10180202719,6988.49288369609,7094.04213238011,6087.25064257414,5482.7405028317,6941.23920528483,7576.58720405133,6994.74741834358,6382.42906107009,6366.90220241137,7752.666021414,7096.72208971804,6289.48582903727,7800.30745373084,7436.03202669994,7288.02524485459,8337.40037638017,7586.7129992964,10742.0115477034,8149.55178989074,7153.64898104186,8697.61931029582,8037.10858653201,10452.6298884021,8928.31035287723,9640.21795429129,8094.13011869844,9408.98374263943,8742.71986129768,8419.98335629414,9188.99112997163,9448.53375262456,10726.2017608749,11044.3768744562,10637.6782002515,10472.0461964926,10893.9855208822
"Samp01_Rep03","MS02",101.85192420395,216.039868197903,301.525187737397,426.723182909146,556.321497039959,645.50886390843,629.510410169641,728.334783399465,814.679329103387,1015.14107698123,1157.58777413126,1333.32507814896,1039.35520042259,1196.83453960534,1668.55900847324,1569.79062771579,1884.54193152983,1448.14341956048,1699.99059083404,1987.25046338346,2133.57837172523,2165.28951257496,2100.1680138282,2592.34262373495,3033.09020790666,2783.19897833097,2465.82503330146,3396.22142257675,2984.57900403772,2794.97768859762,3023.32887399073,2801.28795154174,3226.42804244601,3089.79270408707,3227.86402255187,3541.72524594704,3621.93279598859,3774.26923182974,3732.41988665051,3682.83973329411,4362.24536103427,4472.04141331719,4032.32506879582,4575.09637428541,4788.73846185942,5275.61773519783,4949.61029736052,5383.13146680341,5643.48492226585,5108.62520103012,5883.7100466688,4493.60638357105,5679.6945181398,4905.11957173724,5904.24398121528,6206.48586416381,6199.75691099504,6194.45794579002,6054.87696310298,5179.56687872744,7022.6815153818,7075.30504290187,6264.93851343584,6795.08727912392,7065.48482795341,6782.57272117694,6866.1358947716,7412.21567040433,7292.72436018994,6861.47826515468,5388.4386245952,6490.46925970309,6819.5570555785,7009.28831452855,8309.5243324335,7213.84750863441,8618.65659377305,8475.50730029544,9215.4491085885,7916.85867155289,9631.52242278422,6800.99345444251,8556.13115997534,8291.01855233502,9429.06887276417,8938.84019157839,9834.40746155568,9823.59504572336,8615.46945132305,9978.61079293007,7792.8539495799,8505.17290253117,9886.52579523165,9405.31425454571,9469.85215746207,9062.25487906117,10636.8827152013,11467.5978079685,11173.8507683406,9498.54313636289
"Samp02_Rep01","MS01",99.3850077224199,218.253608161783,309.420985453365,333.011888075533,476.23573409897,528.803055965786,656.573972471074,714.155842807166,873.015429128782,873.898011854191,1195.95400094842,1363.70286389255,1358.48653171384,1425.40977098487,1379.57686995476,1922.75982502572,1785.60251586872,1768.57820135579,2101.71017160352,1845.23973467695,2052.45473235228,1903.29764861526,2005.66540950362,2375.57593592056,2391.64813577696,2795.47691006133,2672.72784341464,2583.4917839084,3065.33333328944,2868.32727416736,3400.85233635774,2670.76629618849,3100.19997628946,3788.59233929283,3719.23170929007,3543.35763854446,4038.2229887689,4131.42057289332,3583.83632577229,3870.7517245882,3708.2679643945,3913.71128397821,3971.79010245356,4418.3295041921,4157.42308042827,3996.31651915447,4491.36697841541,4722.64401073626,5346.88756047995,5264.67478654793,5468.12610099078,5296.8270193797,4873.79344411151,6075.13359888281,6351.91347767872,5241.50265831929,5753.35412504982,6320.32600917323,5821.19807390791,6115.6378072553,4796.11606452722,7301.51447240501,6079.09417320913,6588.03970902647,5444.48724993593,5277.70176627743,6422.84508484645,6383.19806194354,7038.00067325495,7889.74252401533,6666.75033676708,6879.14130550976,7688.94031978925,7184.5708537369,8456.28811478056,6781.73421244732,7168.13247328635,6651.20909387714,7918.12175217236,7121.54847791468,8951.03267392258,7958.12449592627,7668.42914497464,8267.90534253925,7761.62164190428,8227.08268200573,9053.08958125771,8032.23910931578,9324.59161756534,9517.38919779768,9756.99784176349,8391.31488207138,8090.0389555998,7815.76098126945,8838.24308168954,8042.11676547954,9877.07167529996,10829.9030345974,9636.08230301609,10002.1435860589
"Samp02_Rep01","MS02",89.7949897595603,215.634950376686,280.673291049872,325.853309593983,422.66603684603,718.8298740188,649.890335571194,930.776966488028,942.308524256696,1011.18905593792,937.486340448335,1454.96508839438,1564.03179340375,1224.78224318281,1604.02710571484,1487.35433094593,1803.4557807053,1625.7656899602,2101.83340671338,2004.15117373091,2320.03675551391,2320.21147421491,2485.30002198556,2189.23620606035,2506.88482330989,2558.83555356419,2499.85783630506,3240.64321767355,3147.55443108651,3343.18131867859,2965.99509065706,3161.26483713294,3519.77759097492,3101.12443634772,3611.32730799924,3122.06848011737,3412.0033138658,4310.26523165706,4468.782939341,3313.05542055755,3869.7679678286,4754.00448524559,4576.24271658301,4908.98832866326,3936.76143869579,4709.40647233082,4503.12892656744,5268.15204773206,4520.00848527648,5408.65099923082,5032.04751844965,5350.31847784896,3806.14642953576,6508.04147102325,5507.18810744367,5367.56994777548,5356.92602923669,5879.43153251469,5888.91548786914,5232.32561021733,6386.28659197583,6358.32330227042,6231.69879964692,7065.64669396147,6342.39920861254,6348.95092193342,7260.35910402195,7487.26448898264,7349.1694523891,8425.52900538368,6233.93042904924,7113.86351475881,9188.0707885782,6575.29355621206,7716.22594265161,8810.49087541153,7717.16565147935,7906.5737381556,7401.60919065606,7225.62471598618,6294.80125514597,7898.52435832667,7963.90851922907,7336.22390754703,8921.67010497477,7774.78933228538,9794.82174321285,8301.13616026918,11850.8268459,8935.39847875468,9356.49059916804,7638.74020241436,7960.42739332169,9944.82985742262,8574.21836554023,9888.67712409275,10880.5654024007,12158.4264925339,8431.64198144847,9350.27682585495
"Samp02_Rep02","MS01",89.7064733906459,194.161818311189,327.852343725753,433.958994475461,472.180871081749,589.616751344721,683.256883571368,775.244775379491,935.863355474652,954.22947342507,1126.06124676716,1241.13773844523,1151.62331884896,1610.0321319077,1614.89935675338,1562.86537381388,1641.42868163401,1840.61341665712,2450.24228141648,1815.82552723736,2473.41769303191,2356.77333337676,2431.71651173699,2828.8595726532,2402.43879715764,2586.3748292663,2737.61882603349,3019.80027838783,3024.36638990223,3324.13501788544,3217.46199862144,3409.69268910428,3435.62142176117,3377.21241901142,3320.97555905375,3779.60335231849,4130.67008439746,4002.60120821022,3474.31211327819,3850.64639441663,4312.89865211623,4363.44901804553,3734.68314500306,4317.45264675944,4644.75588578992,4575.65145159733,4468.07194032193,4652.58291587157,5171.44365550355,4931.84639680415,4534.40835777956,5242.03063716439,5349.01409363967,4067.16236837648,5416.87085063137,6104.25626011857,5205.9545339206,5691.52053942033,6053.72999687197,5385.75595964421,7143.76887654601,6077.33701989929,6144.6087899855,5452.68816212649,5625.12582955634,6607.03791617164,6374.18695820855,6447.63420064596,6675.32131466567,6190.36843650297,6548.68554128671,7519.38107562917,7734.08110819457,7176.88730706525,7180.13753174928,7161.2004262168,8811.06007431907,6202.05299659216,7369.7637924713,6603.41030383654,7350.66851419701,7417.05878407932,7793.24771663278,9170.92566763334,7679.19700224618,8821.87721811692,8138.76058256769,8765.65513177865,7987.8149759599,9536.37913154422,9760.2316576039,9186.71138954157,9875.65544686078,8209.39028263916,9020.35957172913,9117.78062405442,9206.41700894446,7499.37066504678,10946.2093668083,9498.64538464415
"Samp02_Rep02","MS02",89.7869804916776,173.982436629249,311.14877061566,460.797192079355,419.053504760133,506.544588585781,694.753716802289,752.923849919823,899.42951107703,1049.49375264518,1137.0557768655,1118.64536874877,1221.66638717456,1493.76637473995,1447.30085399815,1947.18561786339,1898.64377282212,1695.259440984,1855.93922279979,1674.41292446511,2204.64822455962,1713.46155149845,2184.61137720965,2426.9769106709,2350.62854192595,2852.08462864743,2238.51061311876,3176.23254352711,3157.76539249485,3072.55148086604,2871.23883235556,3314.56368641258,3403.96219287186,3814.48289111154,3785.0506517683,3394.63130605402,3660.64843065184,3421.31973653031,3987.0646582738,4164.86689971987,3936.79043488473,4460.34090057043,4639.84415276983,4138.35553431071,4630.22765280255,4867.57104978085,4624.66033368667,4656.8921220438,4343.27613088733,5409.38176639382,5536.69236405895,5403.0578177314,6213.84701072848,5204.5210565819,5757.28250965854,6440.95601891224,5786.81097635144,5823.03320766594,5375.2350278357,6026.96926677566,6114.65961138703,6543.73994411827,5671.95926529229,6393.87092522795,6563.25117857913,6438.08438400353,6940.0209794952,7140.61365031237,6086.54117515929,7131.57046439671,8994.37491683255,7359.4942571817,6305.4673718323,7904.33211923791,7614.5985288603,6909.60468713509,6224.81982107871,8648.37563691548,7405.14779943543,8162.8151095342,7374.39975251479,6715.40333738449,8454.79827785811,8594.24544848851,9276.97425566742,8390.81684538123,7996.63636179883,7777.27584608105,8804.02548673682,7837.87422594707,8491.52709913455,8489.88810025146,8937.36341466688,9575.87060672613,10360.4400311984,9126.19311517597,9145.79270634202,9786.94907712592,9789.59237576561,9769.90809735078
